 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  2  0
 0  1  1  0
 0  1  2  0
 0  2  2  0
 0  1  8  1
 0  1  4  1
 0  3  9  3
 0  1  8  2
 0  3  7  3
 0  2  8  1
 0  1  6  3
 0  2 10  3
 0  3 10  1
 0  3  8  3
 0  2  6  3
 0  3  5  3
 0  2  5  2
 0  3  6  2
 0  1 10  2
 0  2  9  1
 0  1  7  2
 0  2  9  3
 0  2 10  1
 0  3  8  1
 8  5  4  7
 7  8  9  9
 6  7  4  4
 4  8  7  6
 5  6  4  4
10  9  7  8
 4  7  5  6
 5  7  9  8
10 10  9  6
10  5  7 10
 7  5  7  7
 7  4  5  6
 9 10  5  5
 9  6  6  8
 4  8  4  9
 5  6  5  8
 5 10  5  7
 8 10 10  5
 4  9  8 10
 4  6  9  5
 6  4  4 10
 9  9  6  6
 8  5 10  7
 4  6  8  8
 7  7  6  9
