 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  3  3  0
 0  3  1  0
 0  1  1  0
 0  3  5  2
 0  3  8  2
 0  1  7  3
 0  2 10  2
 0  1  8  2
 0  3  6  2
 0  2  6  1
 0  3  9  2
 0  2  9  3
 0  2 10  3
 0  2 10  1
 0  3  5  1
 0  1  9  1
 0  3  4  3
 0  2  7  2
 0  1  6  1
 0  1  6  3
 0  2  6  3
 0  1  9  2
 0  1  9  3
 4  6 10  4
 9  5  4  8
 6  8  9  5
 8  8  9  5
 4  8  6  9
 7  7  4  9
 8  5  5  8
 5  4  9  7
 6  4 10  6
 6  8  4 10
 4  8  5  6
 8  5  8 10
 7  7  4 10
 7  7 10  7
 8  6  7  4
10 10  5  7
 7  7  9  8
 5 10  8  8
10  9  4 10
 4  5  7  6
 4 10  5  5
 5  6  7  5
 9  7  8 10
 9  6  7  6
 4  5  6  9
