 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  1  0
 0  2  3  0
 0  1  3  0
 0  1  2  0
 0  3  7  2
 0  2 10  1
 0  3  5  1
 0  1  7  3
 0  3 10  1
 0  1  5  3
 0  3  9  1
 0  2  6  3
 0  3  8  1
 0  1  6  3
 0  3  7  3
 0  2  7  1
 0  2  5  2
 0  1  8  2
 0  1 10  2
 0  2  7  3
 0  2  9  2
 0  3  6  2
 0  3 10  2
 0  2  4  1
 5  7  5 10
 6  4  5  8
 5  8  6 10
 4 10  4  9
10  7  7  8
 5  5  9  5
10  6  4  5
 4  8 10  4
 8  7  4  6
 7  9  9  8
 9  6  4  8
 6  8  5  6
 8  7  4  9
 4  7  7  9
10  9  8  9
 4  9  5 10
10  8  6  5
 6  9  6  8
 5  4  5  9
 6 10  7  4
 6  5 10  7
 7  8  6  7
 9  9  8  6
 5 10  6  7
 4  8  8  4
