 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  3  2  0
 0  3  1  0
 0  1  3  0
 0  1  7  3
 0  2  6  3
 0  3  5  2
 0  2  4  3
 0  1  4  3
 0  3  8  3
 0  2  5  2
 0  3  4  2
 0  2  5  3
 0  1  8  2
 0  1  6  2
 0  3  5  1
 0  1 10  1
 0  3  6  3
 0  2  7  1
 0  3  9  1
 0  2  6  2
 0  1  9  1
 0  2  8  1
 0  1  8  1
 9  9  5  8
 8  4  4  9
 6 10  7  9
 5  5  8  9
 6  4  6  5
 8  6  7  7
 7  5  5  5
 4 10  4  6
 8 10  4  8
10  9  9  4
 6  7  4 10
 4  7  7  5
 7  9  8 10
 9  7  4  7
10 10 10  6
 6  8  7  8
 8 10  6 10
 4  6  6  5
 7  5  9  9
 4  7  5  7
 5 10  8  5
 6  9  8 10
 7  9 10 10
 5  8  4  9
 6  7  6  8
