 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  3  3  0
 0  1  2  0
 0  1  3  0
 0  3  9  1
 0  1  8  1
 0  1 10  2
 0  2 10  3
 0  2  8  3
 0  2 10  1
 0  1  9  2
 0  3  7  1
 0  1  7  1
 0  2  4  1
 0  1  5  1
 0  3  4  1
 0  2  7  3
 0  2  5  2
 0  3  8  3
 0  1  5  3
 0  3  5  2
 0  3  9  2
 0  3  5  3
 0  2 10  2
 6  4  5  6
 5  9  6  9
 8  9  6  4
 6  9  6  7
 6  8 10  9
 7  7  6  4
 8 10  5  7
 9  6 10  5
 5  7 10  4
 7  4  5  7
 5  4  8  6
 8  5  5  5
10  9  7  4
 7  4  7  6
 8  8  9  4
 6  9  8  8
 5  4 10  8
 6  6  7  8
10  7  8  9
 4  6 10  4
10  4  6 10
 8  8  9  9
 5 10  8  6
 7  6  7  5
 9  7 10  4
