 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  1  1  0
 0  2  1  0
 0  3  2  0
 0  2 10  2
 0  3 10  3
 0  2  9  3
 0  3  4  2
 0  2  5  3
 0  3  5  2
 0  1  8  3
 0  3  7  1
 0  1  4  3
 0  3  6  3
 0  2  9  1
 0  1  5  3
 0  2  7  2
 0  1  8  1
 0  1  5  1
 0  1  9  2
 0  1  8  2
 0  2  7  1
 0  3  5  1
 0  2  4  2
 9  8  4 10
 8  7  7  4
10 10  4  7
10  6  5  5
 8  4  4  5
 7  8  8  6
 7  6  6  5
10  4  9  8
 7  7  6  4
 9  5  7  4
 5  9  6  7
 4  8 10  5
 4  9  9  8
 6  5  8  5
 8  6  9  7
10  7  8  9
 6  4 10  6
 9  4  8  8
 5 10  9  6
 8  7  6  9
 6  6 10  5
10  7  7  7
 8  5  4  9
 6  5 10  6
 6 10 10  9
