 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  2  0
 0  1  3  0
 0  1  1  0
 0  3  1  0
 0  3  6  2
 0  2  4  1
 0  3  8  1
 0  3  6  3
 0  1  8  3
 0  1  6  2
 0  1  6  3
 0  2  7  2
 0  1  7  1
 0  2  7  3
 0  2  4  2
 0  3  5  3
 0  1  9  3
 0  2  8  2
 0  2 10  1
 0  3 10  1
 0  1  9  2
 0  3  7  1
 0  2 10  2
 0  2  4  3
 6  6 10  5
10  4  8 10
 5  5  5 10
 9  4  4  9
 5  8  9  6
 5  4  7  7
 9  6  5  6
 8 10  5  7
 6 10  6  9
 8  9  7  6
 5  5  8  4
 9  6  5 10
 6  9  8 10
 8  7  6  9
 5  9  9 10
 4 10  6  5
 6  4  4  7
10  7  9  7
 4  8  5  5
 7  7 10  4
 6  5  4  8
 5  8  7  4
 8  7  8  4
 8  9  8  8
 7  7  9 10
