 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  1  3  0
 0  1  2  0
 0  3  1  0
 0  1  7  2
 0  1  5  1
 0  3  9  2
 0  2  6  3
 0  3  7  1
 0  1  8  2
 0  1  5  2
 0  2  8  1
 0  3  9  3
 0  1  6  1
 0  1  6  3
 0  2 10  3
 0  3  9  1
 0  2  6  1
 0  2  9  2
 0  3  6  3
 0  3 10  3
 0  2  8  2
 0  3 10  1
 0  2  7  3
 8  5  7  7
 5  5  8  4
 5  5  4  5
 4  5 10 10
 7  7  4 10
10  6  6  5
 6  4 10  6
 5  4  7  9
10  5  5 10
 4  9  8  8
 8  4  8  6
 8 10  7  5
 7  7  8  7
 6  8  8  9
 4 10  8  4
 7  6  7  4
 8 10  9  5
 8  7  9  4
10  6  8  9
 9  4  6  7
 7  6  4  9
 9 10  6  4
 8  4  7  6
 9  5 10  6
 9  9  5  5
