 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  1  3  0
 0  3  2  0
 0  2  1  0
 0  1  7  2
 0  2  6  2
 0  3  5  2
 0  2  6  1
 0  2 10  3
 0  3  4  3
 0  2 10  1
 0  3  7  3
 0  2  5  2
 0  3  5  1
 0  1  6  2
 0  1  7  1
 0  3  7  1
 0  3 10  1
 0  3  8  3
 0  1  6  3
 0  2 10  2
 0  1  5  3
 0  1  4  1
 0  1  9  2
 7 10  6  7
 6  9  7  8
 6  9  5  4
 9  7 10  6
 8  5  6 10
 4  9  9  9
 4 10 10  4
10  5  5  8
 8  4  7 10
 5 10  4  8
 5  6  8 10
 5  4  8  5
 8  9  8  6
 7  7  6  9
10  8  8  5
 8  4  7  6
 8  8  4  7
10  7  7  4
 9  5  7  7
 9  4  9  7
 6  6  8  6
 4  5  9  9
 5  8  8  9
 6  4  4  5
10  9  6  5
