 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  2  0
 0  1  3  0
 0  3  1  0
 0  2  1  0
 0  1  4  3
 0  1 10  3
 0  2  5  3
 0  1  8  1
 0  1 10  2
 0  3  8  2
 0  2 10  3
 0  2  8  2
 0  1  9  1
 0  2  7  1
 0  3  8  1
 0  2  9  3
 0  2  9  1
 0  1  6  3
 0  3  4  2
 0  1  8  2
 0  3  6  2
 0  3  4  1
 0  3  7  3
 0  2  7  2
 7  6  5  5
 7  7  4  6
 7  5  7  4
 8  4 10  5
 8  9 10  5
 5  9 10  6
10  4 10  9
 8  9  6 10
 9  4  8  6
 6  8  5  5
 6  4  8  9
10  9  8  6
 9  4  5  5
 9  6  8  9
 5  4  6  6
 8  5  6  7
10 10  8  4
 8  7  7  4
 5  5  9  9
10  7  9  4
 4 10  5  4
 8  5  7  6
 5  6  7  7
 7  6 10  7
 6  7  8 10
