 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  1  0
 0  1  3  0
 0  1  2  0
 0  3  2  0
 0  2  9  2
 0  3  6  1
 0  3  5  3
 0  3 10  3
 0  3  8  2
 0  2 10  2
 0  2  9  1
 0  1  7  2
 0  1  7  3
 0  2  8  3
 0  1  9  3
 0  3  4  2
 0  2  8  1
 0  2  7  3
 0  1  4  3
 0  1  9  1
 0  2  4  2
 0  2  4  1
 0  3 10  1
 0  1  5  1
 7 10  5  6
 6 10  6  8
 5  8  9 10
 5  5  5  9
 4  4  7  9
 5  8  4  5
 7  7  9  9
 4  9  6  7
 9  9 10  6
 9  8  7 10
 9 10  8  9
 8  5  6 10
10  5  8  4
 4  7  5  8
 8  5  6  7
10 10  7  5
 6  4 10 10
 6  4  7  7
 7  6 10  5
 6  5  8  8
 4  9  7  5
 6  6  6  7
 7  8  8  4
 6  8  6  5
 6  4  4  8
