 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  3  3  0
 0  2  1  0
 0  1  2  0
 0  3 10  2
 0  1  4  2
 0  3  8  3
 0  1  6  2
 0  1  7  3
 0  3  8  1
 0  3  4  3
 0  1  9  1
 0  2 10  3
 0  3  5  3
 0  3  4  2
 0  2  7  1
 0  2  9  2
 0  2  5  1
 0  1  4  1
 0  1  5  1
 0  1  5  3
 0  2  9  1
 0  2  6  2
 0  3  5  2
10  7  8  9
 4  8 10  9
 9 10  7  9
 5  5  8  6
 6  5  4  7
 9  6 10  8
10  9  6  8
 7  6  4  8
 8  6  6  7
 7  8  8  5
 6  5  5  6
 4 10  9  4
 5  9 10  6
 8 10  4  8
 7  9  8 10
 8  4  6 10
 5  4  8  6
 6  9  9 10
10  8  7 10
 4  6  7  5
 8  7  7  5
 9  5  7  5
 7  7  9  6
 4 10  7  5
 7  4  6  4
