 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  1  0
 0  2  3  0
 0  2  2  0
 0  2  1  0
 0  2  4  3
 0  1  4  1
 0  1 10  3
 0  2  5  1
 0  2  5  2
 0  3 10  3
 0  1  5  3
 0  3  7  1
 0  2  9  2
 0  3  5  1
 0  1  7  2
 0  1  9  1
 0  1  5  2
 0  3  6  2
 0  3  8  3
 0  3  7  3
 0  3 10  2
 0  1  8  2
 0  1  6  3
 0  2  7  1
 8  8  5  7
 4  8 10  5
 6 10  6  6
 6  9  4  9
10  7  5  7
 7 10  5 10
 8  9  7  9
 9  7  6  8
 4  5  7  6
 5  8  5  5
 5  9  6  6
 4 10  8  9
 6  7  6 10
 4  9  4  7
 7  5  9 10
 5  8  4 10
 5  6  8  8
 9  7  7 10
 6  4  8  6
 6 10  7  8
 8  9  4  9
 7  4  4  8
 8  6  4  8
 5  9 10  4
 4  6 10  9
