 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  2  0
 0  2  2  0
 0  2  3  0
 0  2  1  0
 0  2  8  1
 0  3 10  3
 0  1  5  3
 0  3  6  1
 0  3  4  1
 0  1  6  2
 0  1  9  3
 0  2 10  1
 0  1  8  3
 0  1  6  1
 0  1  4  3
 0  3  8  2
 0  3  7  3
 0  2  4  2
 0  3  5  1
 0  1  4  2
 0  3  9  3
 0  2  9  1
 0  2  8  2
 0  1  7  2
 7  5 10  5
 7  7  5  6
10  8  9  7
 4  7 10  9
 9  7 10 10
10  5  7  6
 5  8  5  4
 8  7 10  8
 4  8  8  4
 9  4  8  7
 5  4  7  6
 7  9 10  6
10  6  4  6
 5  6 10  5
 5  8  6  9
10  6  9  9
10  9  4  6
 8  6  5  8
 4  6  9  7
 5  5  5 10
 6  4  7  8
 4  6  5  6
 9  9  8  5
 8 10  7  7
 7  4  8  9
