 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  3  2  0
 0  1  2  0
 0  3  3  0
 0  1 10  3
 0  1  5  1
 0  1  6  2
 0  3 10  2
 0  1  7  3
 0  3  7  2
 0  2  7  3
 0  1  4  1
 0  3  9  3
 0  3  8  2
 0  2  8  1
 0  2  7  1
 0  2  5  1
 0  3  6  3
 0  1  5  2
 0  1  8  1
 0  2  5  2
 0  3  4  1
 0  2  9  1
 0  2  9  3
 6  6  4  9
 4  9  9  7
 4  5  4  6
 5 10  5  9
10  7  5  5
 6  6 10  7
 5 10  8  7
 4  5  4  9
 9  7  6  6
10  8  9 10
 9  5  4  7
 4  8  4  5
 7  7  4  8
 5  8 10  4
10  8  9  8
 5  7  7  8
 4  8  7  6
10  8  5  6
10  6  6 10
 6  6  4  6
 4  9  6  8
 8 10 10  8
 8  9  5 10
 7  7  9  8
 9  6  5  7
