 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  3  3  0
 0  1  1  0
 0  2  3  0
 0  3  5  3
 0  3  4  3
 0  3  8  1
 0  2  9  1
 0  1  8  1
 0  3  9  3
 0  2  8  3
 0  2 10  2
 0  1 10  3
 0  1  5  2
 0  2  5  2
 0  3  7  1
 0  3 10  2
 0  1  7  1
 0  1  8  2
 0  2  7  2
 0  1  5  3
 0  3  4  2
 0  2  8  1
 0  2  5  1
 6  7  7  6
 6  6  7 10
 6  5  6  8
 5  4  8 10
 7  4  4  9
 5  8  4  5
 4  8  6  5
 7 10  8  7
 8  5  4  5
10  6 10  5
 8  9  4  5
 4 10  7  9
 4  5  6  6
 9  9 10  9
 8  9  6  9
 6  6  7  8
 9  4  9 10
 9  8  4  4
 4  7  8  8
 7 10  7  7
 6 10  9  7
 5 10  5  6
10  9  5  6
 7  6  6  8
 7 10  9  4
