 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  3  1  0
 0  1  2  0
 0  2  1  0
 0  2  6  2
 0  3 10  2
 0  2  4  1
 0  1  5  3
 0  1  9  2
 0  3  6  3
 0  3  8  1
 0  2  5  1
 0  2  5  3
 0  3  8  3
 0  1  6  2
 0  2  8  3
 0  1  6  1
 0  1  8  2
 0  1  8  3
 0  3  9  3
 0  1  7  1
 0  2 10  2
 0  3  9  1
 0  3  4  2
 6 10  4  4
 4  8  6  9
 5  5  8  4
 6  4  8 10
 9  9  4  5
 7  5  7  6
 5  9  8 10
10  9  7  4
 7 10 10  7
 6  4  4  7
 7  5  6  8
 7  6  9  9
 8 10  7  4
 9  7  6  5
 6  4 10  6
 5  8  7  5
 7  8  8 10
 8  4 10  5
10  7  7  4
 7  6  5  7
 9 10 10  9
 8  8  7  6
10  6  9  5
 4  6  9  5
 9  5  5  8
