 7          puzzle size (rows and columns)
 3   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  2  2  0
 0  3  2  0
 0  3  3  0
 0  3  9  2
 0  2 10  1
 0  3  7  1
 0  1  8  1
 0  1 10  3
 0  2 10  2
 0  2  6  3
 0  1  4  2
 0  1  5  2
 0  3  9  1
 0  1  5  1
 0  3  6  2
 0  2  4  1
 0  1 10  2
 0  2  9  1
 0  3  5  1
 0  1  5  3
 0  3  4  3
 0  2  8  3
 0  1  8  3
10  7  4  6
 7 10  7  8
 6  9  7  4
 8  6  6  9
 5  8  7  7
 7  4 10  9
 7  9  4  5
 5  4 10  8
 7  6  4  8
 6  7  4  9
 5  9  9  9
 4  8  6  7
 7  7  8  8
 6  8 10  7
10  5  6  4
 9  6  5  4
10  4 10  8
 4  8  6  9
 6  8  5  8
 9 10  5  4
10  7  7  6
 6  8  5  9
 6  5  5 10
10  8  6  5
 5  9  7  5
